,Composer,Title,KeySignature,Duration,highestOffset,highestTimeD,Tempo,firstTimeSig,timeSigChanges,noteCount,keySigChanges
614,Palestrina,Agnus_I_04.krn,2,392.0,384.0,392.0,392.0,2.0,1,663,1
615,Palestrina,Agnus_I_05.krn,1,312.0,304.0,312.0,312.0,2.0,1,623,1
616,Palestrina,Agnus_I_06.krn,2,280.0,272.0,280.0,280.0,2.0,1,367,1
617,Palestrina,Agnus_I_07.krn,2,392.0,384.0,392.0,392.0,2.0,1,889,1
618,Palestrina,Agnus_I_08.krn,1,304.0,296.0,304.0,304.0,2.0,1,443,1
619,Palestrina,Agnus_I_09.krn,1,368.0,360.0,368.0,368.0,2.0,1,629,1
620,Palestrina,Agnus_I_10.krn,2,336.0,328.0,336.0,336.0,2.0,1,431,1
621,Palestrina,Agnus_I_11.krn,1,440.0,432.0,440.0,440.0,2.0,1,826,1
622,Palestrina,Agnus_I_12.krn,2,376.0,368.0,376.0,376.0,2.0,1,518,1
623,Palestrina,Agnus_I_13.krn,2,344.0,336.0,344.0,344.0,2.0,1,627,1
624,Palestrina,Agnus_I_14.krn,4,392.0,384.0,392.0,392.0,2.0,1,910,1
625,Palestrina,Agnus_I_15.krn,1,368.0,360.0,368.0,368.0,2.0,1,546,1
626,Palestrina,Agnus_I_16.krn,2,320.0,312.0,320.0,320.0,2.0,1,472,1
627,Palestrina,Agnus_I_17.krn,1,312.0,304.0,312.0,312.0,2.0,1,477,1
628,Palestrina,Agnus_I_18.krn,1,328.0,320.0,328.0,328.0,2.0,1,594,1
629,Palestrina,Agnus_I_19.krn,2,312.0,304.0,312.0,312.0,2.0,1,615,1
630,Palestrina,Agnus_I_20.krn,2,280.0,272.0,280.0,280.0,2.0,1,387,1
631,Palestrina,Agnus_I_21.krn,1,328.0,320.0,328.0,328.0,2.0,1,709,1
632,Palestrina,Agnus_I_22.krn,2,384.0,376.0,384.0,384.0,2.0,1,506,1
633,Palestrina,Agnus_I_23.krn,4,320.0,312.0,320.0,320.0,2.0,1,475,1
634,Palestrina,Agnus_I_24.krn,1,384.0,376.0,384.0,384.0,2.0,1,716,1
635,Palestrina,Agnus_I_25.krn,2,408.0,400.0,408.0,408.0,2.0,1,585,1
636,Palestrina,Agnus_I_26.krn,1,344.0,336.0,344.0,344.0,2.0,1,668,1
637,Palestrina,Agnus_I_27.krn,1,360.0,352.0,360.0,360.0,2.0,1,544,1
638,Palestrina,Agnus_I_28.krn,2,272.0,264.0,272.0,272.0,2.0,1,403,1
639,Palestrina,Agnus_I_29.krn,2,288.0,280.0,288.0,288.0,2.0,1,489,1
640,Palestrina,Agnus_I_30.krn,4,296.0,288.0,296.0,296.0,2.0,1,452,1
641,Palestrina,Agnus_I_31.krn,2,272.0,264.0,272.0,272.0,2.0,1,389,1
642,Palestrina,Agnus_I_32.krn,2,280.0,272.0,280.0,280.0,2.0,1,538,1
643,Palestrina,Agnus_I_33.krn,1,288.0,280.0,288.0,288.0,2.0,1,458,1
644,Palestrina,Agnus_I_34.krn,1,320.0,312.0,320.0,320.0,2.0,1,584,1
645,Palestrina,Agnus_I_35.krn,1,288.0,280.0,288.0,288.0,2.0,1,472,1
646,Palestrina,Agnus_I_36.krn,2,336.0,328.0,336.0,336.0,2.0,1,646,1
647,Palestrina,Agnus_I_37.krn,2,360.0,352.0,360.0,360.0,2.0,1,635,1
648,Palestrina,Agnus_I_38.krn,2,312.0,304.0,312.0,312.0,2.0,1,452,1
649,Palestrina,Agnus_I_39.krn,1,352.0,344.0,352.0,352.0,2.0,1,599,1
650,Palestrina,Agnus_I_40.krn,4,296.0,288.0,296.0,296.0,2.0,1,536,1
651,Palestrina,Agnus_I_41.krn,1,304.0,296.0,304.0,304.0,2.0,1,590,1
652,Palestrina,Agnus_I_42.krn,4,320.0,312.0,320.0,320.0,2.0,1,534,1
653,Palestrina,Agnus_I_43.krn,4,416.0,408.0,416.0,416.0,2.0,1,729,1
654,Palestrina,Agnus_I_44.krn,1,272.0,264.0,272.0,272.0,2.0,1,382,1
655,Palestrina,Agnus_I_45.krn,2,256.0,248.0,256.0,256.0,2.0,1,493,1
656,Palestrina,Agnus_I_46.krn,2,304.0,296.0,304.0,304.0,2.0,1,479,1
657,Palestrina,Agnus_I_47.krn,1,424.0,416.0,424.0,424.0,2.0,1,591,1
658,Palestrina,Agnus_I_48.krn,4,352.0,344.0,352.0,352.0,2.0,1,582,1
659,Palestrina,Agnus_I_49.krn,1,296.0,288.0,296.0,296.0,2.0,1,538,1
660,Palestrina,Agnus_I_50.krn,1,376.0,368.0,376.0,376.0,2.0,1,780,1
661,Palestrina,Agnus_I_51.krn,1,536.0,528.0,536.0,536.0,2.0,1,1071,1
662,Palestrina,Agnus_I_52.krn,1,384.0,376.0,384.0,384.0,2.0,1,734,1
663,Palestrina,Agnus_I_53.krn,2,376.0,368.0,376.0,376.0,2.0,1,603,1
664,Palestrina,Agnus_I_54.krn,2,376.0,368.0,376.0,376.0,2.0,1,603,1
665,Palestrina,Agnus_I_55.krn,1,296.0,288.0,296.0,296.0,2.0,1,539,1
666,Palestrina,Agnus_I_56.krn,4,280.0,272.0,280.0,280.0,2.0,1,563,1
667,Palestrina,Agnus_I_57.krn,2,424.0,416.0,424.0,424.0,2.0,1,620,1
668,Palestrina,Agnus_I_58.krn,2,328.0,320.0,328.0,328.0,2.0,1,434,1
669,Palestrina,Agnus_I_59.krn,1,336.0,328.0,336.0,336.0,2.0,1,474,1
670,Palestrina,Agnus_I_60.krn,2,352.0,344.0,352.0,352.0,2.0,1,585,1
671,Palestrina,Agnus_I_61.krn,1,288.0,280.0,288.0,288.0,2.0,1,629,1
672,Palestrina,Agnus_I_62.krn,2,384.0,376.0,384.0,384.0,2.0,1,593,1
673,Palestrina,Agnus_I_63.krn,2,344.0,336.0,344.0,344.0,2.0,1,550,1
674,Palestrina,Agnus_I_64.krn,1,224.0,216.0,224.0,224.0,2.0,1,281,1
675,Palestrina,Agnus_I_65.krn,4,296.0,288.0,296.0,296.0,2.0,1,434,1
676,Palestrina,Agnus_I_66.krn,1,312.0,304.0,312.0,312.0,2.0,1,457,1
677,Palestrina,Agnus_I_67.krn,1,288.0,280.0,288.0,288.0,2.0,1,444,1
678,Palestrina,Agnus_I_68.krn,2,312.0,304.0,312.0,312.0,2.0,1,719,1
679,Palestrina,Agnus_I_69.krn,2,392.0,384.0,392.0,392.0,2.0,1,595,1
680,Palestrina,Agnus_I_70.krn,2,256.0,248.0,256.0,256.0,2.0,1,366,1
681,Palestrina,Agnus_I_71.krn,4,296.0,288.0,296.0,296.0,2.0,1,618,1
682,Palestrina,Agnus_I_72.krn,4,328.0,320.0,328.0,328.0,2.0,1,582,1
683,Palestrina,Agnus_I_73.krn,1,320.0,312.0,320.0,320.0,2.0,1,562,1
684,Palestrina,Agnus_I_74.krn,1,360.0,352.0,360.0,360.0,2.0,1,627,1
685,Palestrina,Agnus_I_75.krn,4,396.0,392.0,396.0,396.0,2.0,1,575,1
686,Palestrina,Agnus_I_76.krn,2,272.0,264.0,272.0,272.0,2.0,1,470,1
687,Palestrina,Agnus_I_77.krn,1,364.0,360.0,364.0,364.0,2.0,1,781,1
688,Palestrina,Agnus_I_78.krn,4,304.0,296.0,304.0,304.0,2.0,1,487,1
689,Palestrina,Agnus_I_79.krn,2,296.0,288.0,296.0,296.0,2.0,1,479,1
690,Palestrina,Agnus_I_80.krn,1,432.0,424.0,432.0,432.0,2.0,1,872,1
691,Palestrina,Agnus_I_81.krn,2,280.0,272.0,280.0,280.0,2.0,1,420,1
692,Palestrina,Benedictus_00.krn,1,160.0,152.0,160.0,160.0,2.0,1,223,1
693,Palestrina,Benedictus_01_a.krn,2,248.0,240.0,248.0,248.0,2.0,1,316,1
694,Palestrina,Benedictus_01_b.krn,4,136.0,128.0,136.0,136.0,2.0,1,192,1
695,Palestrina,Benedictus_02.krn,2,308.0,304.0,308.0,308.0,2.0,1,516,1
696,Palestrina,Benedictus_03_a.krn,1,264.0,256.0,264.0,264.0,2.0,1,422,1
697,Palestrina,Benedictus_03_b.krn,1,114.0,108.0,114.0,114.0,1.5,1,248,1
698,Palestrina,Benedictus_04.krn,2,352.0,344.0,352.0,352.0,2.0,1,488,1
699,Palestrina,Benedictus_05_a.krn,1,280.0,272.0,280.0,280.0,2.0,1,465,1
700,Palestrina,Benedictus_05_b.krn,1,174.0,168.0,174.0,174.0,1.5,1,418,1
701,Palestrina,Benedictus_06.krn,1,320.0,312.0,320.0,320.0,2.0,1,507,1
702,Palestrina,Benedictus_07.krn,2,344.0,336.0,344.0,344.0,2.0,1,511,1
703,Palestrina,Benedictus_08_a.krn,1,264.0,256.0,264.0,264.0,2.0,1,330,1
704,Palestrina,Benedictus_08_b.krn,1,168.0,162.0,168.0,168.0,1.5,1,274,1
705,Palestrina,Benedictus_09_a.krn,1,336.0,328.0,336.0,336.0,2.0,1,597,1
706,Palestrina,Benedictus_09_b.krn,1,200.0,192.0,200.0,200.0,2.0,1,347,1
707,Palestrina,Benedictus_10.krn,1,392.0,384.0,392.0,392.0,2.0,1,706,1
708,Palestrina,Benedictus_11_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,409,1
709,Palestrina,Benedictus_11_b.krn,2,96.0,88.0,96.0,96.0,2.0,1,95,1
710,Palestrina,Benedictus_12.krn,4,344.0,336.0,344.0,344.0,2.0,1,828,1
711,Palestrina,Benedictus_13_a.krn,1,296.0,288.0,296.0,296.0,2.0,1,417,1
712,Palestrina,Benedictus_13_b.krn,2,144.0,138.0,144.0,144.0,1.5,1,304,1
713,Palestrina,Benedictus_14_a.krn,2,232.0,224.0,232.0,232.0,2.0,1,366,1
714,Palestrina,Benedictus_14_b.krn,1,120.0,112.0,120.0,120.0,2.0,1,211,1
715,Palestrina,Benedictus_15_a.krn,1,208.0,200.0,208.0,208.0,2.0,1,324,1
716,Palestrina,Benedictus_15_b.krn,2,104.0,96.0,104.0,104.0,2.0,1,170,1
717,Palestrina,Benedictus_16.krn,2,316.0,312.0,316.0,316.0,2.0,1,550,1
718,Palestrina,Benedictus_17.krn,1,256.0,248.0,256.0,256.0,2.0,1,409,1
719,Palestrina,Benedictus_18_a.krn,1,296.0,288.0,296.0,296.0,2.0,1,360,1
720,Palestrina,Benedictus_18_b.krn,2,120.0,112.0,120.0,120.0,2.0,1,169,1
721,Palestrina,Benedictus_19_a.krn,2,260.0,256.0,260.0,260.0,2.0,1,339,1
722,Palestrina,Benedictus_19_b.krn,2,126.0,120.0,126.0,126.0,1.5,1,228,1
723,Palestrina,Benedictus_20_a.krn,1,304.0,296.0,304.0,304.0,2.0,1,459,1
724,Palestrina,Benedictus_20_b.krn,2,204.0,200.0,204.0,204.0,2.0,1,304,1
725,Palestrina,Benedictus_21_a.krn,1,280.0,272.0,280.0,280.0,2.0,1,477,1
726,Palestrina,Benedictus_21_b.krn,2,208.0,200.0,208.0,208.0,2.0,1,378,1
727,Palestrina,Benedictus_22.krn,2,312.0,304.0,312.0,312.0,2.0,1,697,1
728,Palestrina,Benedictus_23_a.krn,2,292.0,288.0,292.0,292.0,2.0,1,478,1
729,Palestrina,Benedictus_23_b.krn,4,208.0,200.0,208.0,208.0,2.0,1,509,1
730,Palestrina,Benedictus_24_a.krn,2,384.0,376.0,384.0,384.0,2.0,1,469,1
731,Palestrina,Benedictus_24_b.krn,2,282.0,276.0,282.0,282.0,1.5,1,471,1
732,Palestrina,Benedictus_25_a.krn,2,360.0,352.0,360.0,360.0,2.0,1,449,1
733,Palestrina,Benedictus_25_b.krn,2,288.0,282.0,288.0,288.0,1.5,1,481,1
734,Palestrina,Benedictus_26_a.krn,4,248.0,240.0,248.0,248.0,2.0,1,326,1
735,Palestrina,Benedictus_26_b.krn,4,112.0,104.0,112.0,112.0,2.0,1,168,1
736,Palestrina,Benedictus_27.krn,1,292.0,288.0,292.0,292.0,2.0,1,492,1
737,Palestrina,Benedictus_28_a.krn,2,208.0,200.0,208.0,208.0,2.0,1,243,1
738,Palestrina,Benedictus_28_b.krn,2,80.0,72.0,80.0,80.0,2.0,1,141,1
739,Palestrina,Benedictus_29_a.krn,1,304.0,296.0,304.0,304.0,2.0,1,628,1
740,Palestrina,Benedictus_29_b.krn,2,102.0,96.0,102.0,102.0,1.5,1,302,1
741,Palestrina,Benedictus_30.krn,1,312.0,304.0,312.0,312.0,2.0,1,458,1
742,Palestrina,Benedictus_31_a.krn,1,256.0,248.0,256.0,256.0,2.0,1,378,1
743,Palestrina,Benedictus_31_b.krn,1,144.0,136.0,144.0,144.0,2.0,1,235,1
744,Palestrina,Benedictus_32_a.krn,1,192.0,184.0,192.0,192.0,2.0,1,273,1
745,Palestrina,Benedictus_32_b.krn,1,160.0,152.0,160.0,160.0,2.0,1,254,1
746,Palestrina,Benedictus_33.krn,1,408.0,400.0,408.0,408.0,2.0,1,606,1
747,Palestrina,Benedictus_34_a.krn,2,240.0,232.0,240.0,240.0,2.0,1,310,1
748,Palestrina,Benedictus_34_b.krn,2,112.0,104.0,112.0,112.0,2.0,1,173,1
749,Palestrina,Benedictus_35_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,486,1
750,Palestrina,Benedictus_35_b.krn,2,200.0,192.0,200.0,200.0,2.0,1,339,1
751,Palestrina,Benedictus_36_a.krn,4,232.0,224.0,232.0,232.0,2.0,1,290,1
752,Palestrina,Benedictus_36_b.krn,4,228.0,222.0,228.0,228.0,1.5,1,419,1
753,Palestrina,Benedictus_37.krn,2,272.0,264.0,272.0,272.0,2.0,1,400,1
754,Palestrina,Benedictus_38_a.krn,2,312.0,304.0,312.0,312.0,2.0,1,470,1
755,Palestrina,Benedictus_38_b.krn,2,160.0,152.0,160.0,160.0,2.0,1,293,1
756,Palestrina,Benedictus_39_a.krn,1,280.0,272.0,280.0,280.0,2.0,1,452,1
757,Palestrina,Benedictus_39_b.krn,1,168.0,160.0,168.0,168.0,2.0,1,252,1
758,Palestrina,Benedictus_40_a.krn,2,320.0,312.0,320.0,320.0,2.0,1,515,1
759,Palestrina,Benedictus_40_b.krn,1,90.0,84.0,90.0,90.0,1.5,1,181,1
760,Palestrina,Benedictus_41_a.krn,1,272.0,264.0,272.0,272.0,2.0,1,419,1
761,Palestrina,Benedictus_41_b.krn,1,120.0,112.0,120.0,120.0,2.0,1,182,1
762,Palestrina,Benedictus_42_a.krn,2,272.0,264.0,272.0,272.0,2.0,1,442,1
763,Palestrina,Benedictus_42_b.krn,2,136.0,128.0,136.0,136.0,2.0,1,275,1
764,Palestrina,Benedictus_43_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,451,1
765,Palestrina,Benedictus_43_b.krn,2,150.0,144.0,150.0,150.0,1.5,1,309,1
766,Palestrina,Benedictus_44_a.krn,2,248.0,240.0,248.0,248.0,2.0,1,384,1
767,Palestrina,Benedictus_44_b.krn,2,112.0,104.0,112.0,112.0,2.0,1,166,1
768,Palestrina,Benedictus_45.krn,1,352.0,344.0,352.0,352.0,2.0,1,469,1
769,Palestrina,Benedictus_46_a.krn,4,296.0,288.0,296.0,296.0,2.0,1,485,1
770,Palestrina,Benedictus_46_b.krn,4,152.0,144.0,152.0,152.0,2.0,1,279,1
771,Palestrina,Benedictus_47.krn,1,308.0,304.0,308.0,308.0,2.0,1,516,1
772,Palestrina,Benedictus_48.krn,4,264.0,256.0,264.0,264.0,2.0,1,398,1
773,Palestrina,Benedictus_49.krn,4,344.0,336.0,344.0,344.0,2.0,1,497,1
774,Palestrina,Benedictus_50.krn,1,288.0,280.0,288.0,288.0,2.0,1,432,1
775,Palestrina,Benedictus_51_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,454,1
776,Palestrina,Benedictus_51_b.krn,2,152.0,144.0,152.0,152.0,2.0,1,303,1
777,Palestrina,Benedictus_52_a.krn,4,256.0,248.0,256.0,256.0,2.0,1,396,1
778,Palestrina,Benedictus_52_b.krn,4,136.0,128.0,136.0,136.0,2.0,1,305,1
779,Palestrina,Benedictus_53_a.krn,2,248.0,240.0,248.0,248.0,2.0,1,379,1
780,Palestrina,Benedictus_53_b.krn,1,200.0,192.0,200.0,200.0,2.0,1,362,1
781,Palestrina,Benedictus_54_a.krn,1,264.0,256.0,264.0,264.0,2.0,1,286,1
782,Palestrina,Benedictus_54_b.krn,1,144.0,138.0,144.0,144.0,1.5,1,224,1
783,Palestrina,Benedictus_55.krn,1,328.0,320.0,328.0,328.0,2.0,1,400,1
784,Palestrina,Benedictus_56.krn,1,328.0,320.0,328.0,328.0,2.0,1,519,1
785,Palestrina,Benedictus_57_a.krn,2,320.0,312.0,320.0,320.0,2.0,1,539,1
786,Palestrina,Benedictus_57_b.krn,4,160.0,152.0,160.0,160.0,2.0,1,271,1
787,Palestrina,Benedictus_58.krn,2,336.0,328.0,336.0,336.0,2.0,1,668,1
788,Palestrina,Benedictus_59_a.krn,1,320.0,312.0,320.0,320.0,2.0,1,509,1
789,Palestrina,Benedictus_59_b.krn,2,128.0,120.0,128.0,128.0,2.0,1,243,1
790,Palestrina,Benedictus_60.krn,1,384.0,376.0,384.0,384.0,2.0,1,549,1
791,Palestrina,Benedictus_61_a.krn,1,296.0,288.0,296.0,296.0,2.0,1,422,1
792,Palestrina,Benedictus_61_b.krn,1,352.0,344.0,352.0,352.0,2.0,1,609,1
793,Palestrina,Benedictus_62.krn,4,288.0,280.0,288.0,288.0,2.0,1,443,1
794,Palestrina,Benedictus_63.krn,4,288.0,280.0,288.0,288.0,2.0,1,443,1
795,Palestrina,Benedictus_64_a.krn,1,312.0,304.0,312.0,312.0,2.0,1,487,1
796,Palestrina,Benedictus_64_b.krn,2,144.0,136.0,144.0,144.0,2.0,1,290,1
797,Palestrina,Benedictus_65.krn,4,288.0,280.0,288.0,288.0,2.0,1,505,1
798,Palestrina,Benedictus_66_a.krn,1,352.0,344.0,352.0,352.0,2.0,1,457,1
799,Palestrina,Benedictus_66_b.krn,1,288.0,280.0,288.0,288.0,2.0,1,451,1
800,Palestrina,Benedictus_67.krn,2,312.0,304.0,312.0,312.0,2.0,1,448,1
801,Palestrina,Benedictus_68_a.krn,1,248.0,240.0,248.0,248.0,2.0,1,329,1
802,Palestrina,Benedictus_68_b.krn,1,102.0,96.0,102.0,102.0,1.5,1,166,1
803,Palestrina,Benedictus_69_a.krn,2,288.0,280.0,288.0,288.0,2.0,1,401,1
804,Palestrina,Benedictus_69_b.krn,4,104.0,96.0,104.0,104.0,2.0,1,106,1
805,Palestrina,Benedictus_70_a.krn,2,248.0,240.0,248.0,248.0,2.0,1,278,1
806,Palestrina,Benedictus_70_b.krn,1,174.0,168.0,174.0,174.0,1.5,1,283,1
807,Palestrina,Benedictus_71_a.krn,2,240.0,232.0,240.0,240.0,2.0,1,350,1
808,Palestrina,Benedictus_71_b.krn,2,130.0,126.0,130.0,130.0,1.5,1,276,1
809,Palestrina,Benedictus_72_a.krn,2,232.0,224.0,232.0,232.0,2.0,1,341,1
810,Palestrina,Benedictus_72_b.krn,2,188.0,184.0,188.0,188.0,2.0,1,345,1
811,Palestrina,Benedictus_73_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,407,1
812,Palestrina,Benedictus_73_b.krn,2,136.0,128.0,136.0,136.0,2.0,1,220,1
813,Palestrina,Benedictus_74.krn,1,336.0,328.0,336.0,336.0,2.0,1,556,1
814,Palestrina,Benedictus_75.krn,2,296.0,288.0,296.0,296.0,2.0,1,417,1
815,Palestrina,Benedictus_76.krn,4,336.0,328.0,336.0,336.0,2.0,1,457,1
816,Palestrina,Benedictus_77_a.krn,1,232.0,224.0,232.0,232.0,2.0,1,282,1
817,Palestrina,Benedictus_77_b.krn,2,96.0,88.0,96.0,96.0,2.0,1,133,1
818,Palestrina,Benedictus_78.krn,2,248.0,240.0,248.0,248.0,2.0,1,371,1
819,Palestrina,Benedictus_79_a.krn,1,200.0,192.0,200.0,200.0,2.0,1,275,1
820,Palestrina,Benedictus_79_b.krn,1,180.0,174.0,180.0,180.0,1.5,1,305,1
821,Palestrina,Benedictus_80_a.krn,1,272.0,264.0,272.0,272.0,2.0,1,347,1
822,Palestrina,Benedictus_80_b.krn,1,192.0,186.0,192.0,192.0,1.5,1,313,1
823,Palestrina,Benedictus_81.krn,2,408.0,400.0,408.0,408.0,2.0,1,869,1
824,Palestrina,Benedictus_82.krn,1,328.0,320.0,328.0,328.0,2.0,1,438,1
825,Palestrina,Benedictus_83_a.krn,2,208.0,200.0,208.0,208.0,2.0,1,257,1
826,Palestrina,Benedictus_83_b.krn,2,150.0,144.0,150.0,150.0,1.5,1,250,1
827,Palestrina,Benedictus_84_a.krn,4,288.0,280.0,288.0,288.0,2.0,1,466,1
828,Palestrina,Benedictus_84_b.krn,4,128.0,120.0,128.0,128.0,2.0,1,203,1
829,Palestrina,Benedictus_85_a.krn,2,240.0,232.0,240.0,240.0,2.0,1,372,1
830,Palestrina,Benedictus_85_b.krn,2,144.0,136.0,144.0,144.0,2.0,1,308,1
831,Palestrina,Benedictus_86.krn,4,336.0,328.0,336.0,336.0,2.0,1,531,1
832,Palestrina,Benedictus_87_a.krn,2,344.0,336.0,344.0,344.0,2.0,1,553,1
833,Palestrina,Benedictus_87_b.krn,2,128.0,120.0,128.0,128.0,2.0,1,210,1
834,Palestrina,Benedictus_88_a.krn,2,304.0,296.0,304.0,304.0,2.0,1,402,1
835,Palestrina,Benedictus_88_b.krn,1,204.0,198.0,204.0,204.0,1.5,1,373,1
836,Palestrina,Benedictus_89_a.krn,4,280.0,272.0,280.0,280.0,2.0,1,356,1
837,Palestrina,Benedictus_89_b.krn,4,240.0,234.0,240.0,240.0,1.5,1,407,1
838,Palestrina,Benedictus_90_a.krn,4,240.0,232.0,240.0,240.0,2.0,1,292,1
839,Palestrina,Benedictus_90_b.krn,4,112.0,104.0,112.0,112.0,2.0,1,183,1
840,Palestrina,Benedictus_91.krn,2,280.0,272.0,280.0,280.0,2.0,1,469,1
841,Palestrina,Benedictus_92_a.krn,2,240.0,232.0,240.0,240.0,2.0,1,391,1
842,Palestrina,Benedictus_92_b.krn,4,136.0,128.0,136.0,136.0,2.0,1,259,1
843,Palestrina,Benedictus_93_a.krn,1,312.0,304.0,312.0,312.0,2.0,1,443,1
844,Palestrina,Benedictus_93_b.krn,2,150.0,144.0,150.0,150.0,1.5,1,321,1
845,Palestrina,Benedictus_94_a.krn,4,304.0,296.0,304.0,304.0,2.0,1,449,1
846,Palestrina,Benedictus_94_b.krn,4,138.0,132.0,138.0,138.0,1.5,1,275,1
847,Palestrina,Benedictus_95.krn,2,272.0,264.0,272.0,272.0,2.0,1,353,1
848,Palestrina,Benedictus_96.krn,1,312.0,304.0,312.0,312.0,2.0,1,484,1
849,Palestrina,Benedictus_97.krn,2,208.0,200.0,208.0,208.0,2.0,1,276,1
850,Palestrina,Benedictus_a.krn,2,360.0,352.0,360.0,360.0,2.0,1,397,1
851,Palestrina,Benedictus_b.krn,1,354.0,348.0,354.0,354.0,1.5,1,572,1
852,Palestrina,Credo_00.krn,1,1000.0,992.0,1000.0,1000.0,2.0,1,1514,1
853,Palestrina,Credo_02_a.krn,2,652.0,648.0,652.0,652.0,2.0,1,940,1
854,Palestrina,Credo_02_b.krn,2,66.0,60.0,66.0,66.0,1.5,1,111,1
855,Palestrina,Credo_02_c.krn,4,272.0,264.0,272.0,272.0,2.0,1,403,1
856,Palestrina,Credo_03_a.krn,2,592.0,584.0,592.0,592.0,2.0,1,1146,1
857,Palestrina,Credo_03_b.krn,2,304.0,296.0,304.0,304.0,2.0,1,443,1
858,Palestrina,Credo_03_c.krn,2,344.0,336.0,344.0,344.0,2.0,1,501,1
859,Palestrina,Credo_03_d.krn,2,328.0,320.0,328.0,328.0,2.0,1,675,1
860,Palestrina,Credo_04_a.krn,1,528.0,520.0,528.0,528.0,2.0,1,939,1
861,Palestrina,Credo_04_b.krn,1,400.0,392.0,400.0,400.0,2.0,1,678,1
862,Palestrina,Credo_04_c.krn,2,336.0,328.0,336.0,336.0,2.0,1,632,1
863,Palestrina,Credo_04_d.krn,1,96.0,90.0,96.0,96.0,1.5,1,202,1
864,Palestrina,Credo_05_a.krn,2,648.0,640.0,648.0,648.0,2.0,1,1124,1
865,Palestrina,Credo_05_b.krn,1,488.0,480.0,488.0,488.0,2.0,1,699,1
866,Palestrina,Credo_05_c.krn,2,516.0,512.0,516.0,516.0,2.0,1,971,1
867,Palestrina,Credo_06_a.krn,2,144.0,136.0,144.0,144.0,2.0,1,233,1
868,Palestrina,Credo_06_b.krn,2,96.0,88.0,96.0,96.0,2.0,1,157,1
869,Palestrina,Credo_06_c.krn,2,128.0,120.0,128.0,128.0,2.0,1,207,1
870,Palestrina,Credo_06_d.krn,2,144.0,136.0,144.0,144.0,2.0,1,221,1
871,Palestrina,Credo_06_e.krn,2,120.0,112.0,120.0,120.0,2.0,1,207,1
872,Palestrina,Credo_06_f.krn,1,152.0,144.0,152.0,152.0,2.0,1,245,1
873,Palestrina,Credo_06_g.krn,2,152.0,144.0,152.0,152.0,2.0,1,248,1
874,Palestrina,Credo_06_h.krn,2,128.0,120.0,128.0,128.0,2.0,1,223,1
875,Palestrina,Credo_06_i.krn,2,176.0,168.0,176.0,176.0,2.0,1,268,1
876,Palestrina,Credo_07_a.krn,1,520.0,512.0,520.0,520.0,2.0,1,998,1
877,Palestrina,Credo_07_b.krn,1,392.0,384.0,392.0,392.0,2.0,1,644,1
878,Palestrina,Credo_07_c.krn,1,456.0,448.0,456.0,456.0,2.0,1,959,1
879,Palestrina,Credo_08_a.krn,2,728.0,720.0,728.0,728.0,2.0,1,1126,1
880,Palestrina,Credo_08_b.krn,1,368.0,360.0,368.0,368.0,2.0,1,467,1
881,Palestrina,Credo_08_c.krn,1,684.0,680.0,684.0,684.0,2.0,1,1094,1
882,Palestrina,Credo_09_a.krn,2,696.0,688.0,696.0,696.0,2.0,1,1266,1
883,Palestrina,Credo_09_b.krn,2,616.0,608.0,616.0,616.0,2.0,1,875,1
884,Palestrina,Credo_09_c.krn,2,512.0,504.0,512.0,512.0,2.0,1,994,1
885,Palestrina,Credo_10_a.krn,2,168.0,160.0,168.0,168.0,2.0,1,314,1
886,Palestrina,Credo_10_b.krn,2,128.0,120.0,128.0,128.0,2.0,1,212,1
887,Palestrina,Credo_10_c.krn,2,184.0,176.0,184.0,184.0,2.0,1,314,1
888,Palestrina,Credo_10_d.krn,2,192.0,184.0,192.0,192.0,2.0,1,301,1
889,Palestrina,Credo_10_e.krn,2,112.0,108.0,112.0,112.0,1.5,1,191,1
890,Palestrina,Credo_10_f.krn,1,200.0,192.0,200.0,200.0,2.0,1,348,1
891,Palestrina,Credo_10_g.krn,2,208.0,200.0,208.0,208.0,2.0,1,343,1
892,Palestrina,Credo_10_h.krn,1,128.0,120.0,128.0,128.0,2.0,1,214,1
893,Palestrina,Credo_10_i.krn,2,184.0,176.0,184.0,184.0,2.0,1,302,1
894,Palestrina,Credo_11_a.krn,1,784.0,776.0,784.0,784.0,2.0,1,1136,1
895,Palestrina,Credo_11_b.krn,1,176.0,168.0,176.0,176.0,2.0,1,200,1
896,Palestrina,Credo_11_c.krn,1,72.0,66.0,72.0,72.0,1.5,1,110,1
897,Palestrina,Credo_11_d.krn,1,136.0,128.0,136.0,136.0,2.0,1,167,1
898,Palestrina,Credo_11_e.krn,1,712.0,704.0,712.0,712.0,2.0,1,1127,1
899,Palestrina,Credo_12_a.krn,1,456.0,448.0,456.0,456.0,2.0,1,807,1
900,Palestrina,Credo_12_b.krn,1,376.0,368.0,376.0,376.0,2.0,1,585,1
901,Palestrina,Credo_12_c.krn,2,144.0,138.0,144.0,144.0,1.5,1,283,1
902,Palestrina,Credo_12_d.krn,1,208.0,200.0,208.0,208.0,2.0,1,409,1
